Hourly Data,,RBKC Cromwell Road,,,
19/09/2023,13:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
19/09/2023,14:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/09/2023,15:00:00,8.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
19/09/2023,16:00:00,6.8,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
19/09/2023,17:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/09/2023,18:00:00,11.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/09/2023,19:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
19/09/2023,20:00:00,7.7,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
19/09/2023,21:00:00,4.8,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
19/09/2023,22:00:00,8.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/09/2023,23:00:00,10.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/09/2023,24:00:00,7.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,1:00:00,6.8,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
20/09/2023,2:00:00,10.6,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
20/09/2023,3:00:00,7.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/09/2023,4:00:00,8.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/09/2023,5:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,6:00:00,11.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,7:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,8:00:00,21.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,9:00:00,22.2,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
20/09/2023,10:00:00,25.1,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/09/2023,11:00:00,30,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/09/2023,12:00:00,29,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
20/09/2023,13:00:00,17.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
20/09/2023,14:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/09/2023,15:00:00,10.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/09/2023,16:00:00,6.8,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,17:00:00,11.6,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
20/09/2023,18:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/09/2023,19:00:00,8.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,20:00:00,8.7,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
20/09/2023,21:00:00,5.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
20/09/2023,22:00:00,1.9,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/09/2023,23:00:00,-1,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
20/09/2023,24:00:00,3.9,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
21/09/2023,1:00:00,5.8,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
21/09/2023,2:00:00,2.9,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,3:00:00,6.8,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
21/09/2023,4:00:00,9.7,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
21/09/2023,5:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/09/2023,6:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/09/2023,7:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,8:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/09/2023,9:00:00,12.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
21/09/2023,10:00:00,12.6,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
21/09/2023,11:00:00,20.3,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,12:00:00,16.4,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
21/09/2023,13:00:00,16.4,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
21/09/2023,14:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/09/2023,15:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/09/2023,16:00:00,7.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,17:00:00,9.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,18:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/09/2023,19:00:00,10.6,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
21/09/2023,20:00:00,8.7,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
21/09/2023,21:00:00,9.7,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
21/09/2023,22:00:00,5.8,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
21/09/2023,23:00:00,1,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/09/2023,24:00:00,1.9,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/09/2023,1:00:00,5.8,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/09/2023,2:00:00,7.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
22/09/2023,3:00:00,4.8,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,4:00:00,6.8,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/09/2023,5:00:00,11.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/09/2023,6:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/09/2023,7:00:00,11.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/09/2023,8:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,9:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/09/2023,10:00:00,18.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/09/2023,11:00:00,16.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/09/2023,12:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/09/2023,13:00:00,8.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,14:00:00,15.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,15:00:00,9.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/09/2023,16:00:00,9.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/09/2023,17:00:00,12.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
22/09/2023,18:00:00,8.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,19:00:00,7.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/09/2023,20:00:00,3.9,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/09/2023,21:00:00,4.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
22/09/2023,22:00:00,3.9,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/09/2023,23:00:00,3.9,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/09/2023,24:00:00,3.9,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
23/09/2023,1:00:00,4.8,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
23/09/2023,2:00:00,7.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/09/2023,3:00:00,6.8,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/09/2023,4:00:00,9.7,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
23/09/2023,5:00:00,8.7,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
23/09/2023,6:00:00,5.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
23/09/2023,7:00:00,8.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/09/2023,8:00:00,8.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/09/2023,9:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/09/2023,10:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/09/2023,11:00:00,11.6,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
23/09/2023,12:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/09/2023,13:00:00,10.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/09/2023,14:00:00,11.6,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
23/09/2023,15:00:00,6.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
23/09/2023,16:00:00,7.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/09/2023,17:00:00,13.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/09/2023,18:00:00,10.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/09/2023,19:00:00,9.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/09/2023,20:00:00,14.5,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
23/09/2023,21:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
23/09/2023,22:00:00,16.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
23/09/2023,23:00:00,15.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/09/2023,24:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
24/09/2023,1:00:00,7.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/09/2023,2:00:00,12.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/09/2023,3:00:00,8.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,4:00:00,15.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/09/2023,5:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,6:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/09/2023,7:00:00,12.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/09/2023,8:00:00,22.2,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
24/09/2023,9:00:00,18.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,10:00:00,19.3,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
24/09/2023,11:00:00,19.3,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
24/09/2023,12:00:00,15.5,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
24/09/2023,13:00:00,17.4,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
24/09/2023,14:00:00,12.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/09/2023,15:00:00,17.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/09/2023,16:00:00,17.4,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
24/09/2023,17:00:00,14.5,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
24/09/2023,18:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,19:00:00,18.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
24/09/2023,20:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,21:00:00,11.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/09/2023,22:00:00,12.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
24/09/2023,23:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/09/2023,24:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
25/09/2023,1:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/09/2023,2:00:00,14.5,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
25/09/2023,3:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/09/2023,4:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/09/2023,5:00:00,16.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/09/2023,6:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/09/2023,7:00:00,11.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/09/2023,8:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/09/2023,9:00:00,26.1,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/09/2023,10:00:00,18.4,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
25/09/2023,11:00:00,19.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/09/2023,12:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
25/09/2023,13:00:00,18.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/09/2023,14:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/09/2023,15:00:00,15.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/09/2023,16:00:00,17.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/09/2023,17:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
25/09/2023,18:00:00,20.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/09/2023,19:00:00,17.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/09/2023,20:00:00,21.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
25/09/2023,21:00:00,25.1,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/09/2023,22:00:00,21.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/09/2023,23:00:00,30,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
25/09/2023,24:00:00,24.2,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
26/09/2023,1:00:00,26.1,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
26/09/2023,2:00:00,17.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
26/09/2023,3:00:00,21.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/09/2023,4:00:00,10.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/09/2023,5:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/09/2023,6:00:00,10.6,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/09/2023,7:00:00,16.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/09/2023,8:00:00,20.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
26/09/2023,9:00:00,17.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
26/09/2023,10:00:00,20.3,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
26/09/2023,11:00:00,7.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/09/2023,12:00:00,7.7,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
26/09/2023,13:00:00,5.8,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
26/09/2023,14:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/09/2023,15:00:00,5.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/09/2023,16:00:00,11.6,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
26/09/2023,17:00:00,15.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/09/2023,18:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/09/2023,19:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/09/2023,20:00:00,17.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/09/2023,21:00:00,19.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/09/2023,22:00:00,24.2,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/09/2023,23:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/09/2023,24:00:00,20.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
27/09/2023,1:00:00,24.2,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
27/09/2023,2:00:00,20.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
27/09/2023,3:00:00,18.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/09/2023,4:00:00,21.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
27/09/2023,5:00:00,20.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/09/2023,6:00:00,21.3,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
27/09/2023,7:00:00,19.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,8:00:00,22.2,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
27/09/2023,9:00:00,23.2,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
27/09/2023,10:00:00,24.2,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,11:00:00,23.2,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
27/09/2023,12:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/09/2023,13:00:00,23.2,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,14:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,15:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,16:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,17:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,18:00:00,14.5,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
27/09/2023,19:00:00,14.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/09/2023,20:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/09/2023,21:00:00,23.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/09/2023,22:00:00,30,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
27/09/2023,23:00:00,12.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/09/2023,24:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
28/09/2023,1:00:00,13.5,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
28/09/2023,2:00:00,16.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
28/09/2023,3:00:00,11.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,4:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,5:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
28/09/2023,6:00:00,16.4,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
28/09/2023,7:00:00,9.7,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
28/09/2023,8:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/09/2023,9:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
28/09/2023,10:00:00,23.2,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,11:00:00,27.1,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,12:00:00,29,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,13:00:00,29,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,14:00:00,18.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,15:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
28/09/2023,16:00:00,13.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/09/2023,17:00:00,19.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,18:00:00,29,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,19:00:00,25.1,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/09/2023,20:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
28/09/2023,21:00:00,14.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,22:00:00,18.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,23:00:00,12.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/09/2023,24:00:00,7.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/09/2023,1:00:00,3.9,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
29/09/2023,2:00:00,4.8,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
29/09/2023,3:00:00,4.8,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/09/2023,4:00:00,3.9,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
29/09/2023,5:00:00,1,R ugm-3 (Ref.eq),-2,R ugm-3 (BAM)
29/09/2023,6:00:00,1,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
29/09/2023,7:00:00,3.9,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
29/09/2023,8:00:00,4.8,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
29/09/2023,9:00:00,7.7,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
29/09/2023,10:00:00,5.8,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
29/09/2023,11:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/09/2023,12:00:00,10.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/09/2023,13:00:00,15.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
29/09/2023,14:00:00,11.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/09/2023,15:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/09/2023,16:00:00,7.7,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/09/2023,17:00:00,13.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
29/09/2023,18:00:00,14.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
29/09/2023,19:00:00,19.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
29/09/2023,20:00:00,18.4,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
29/09/2023,21:00:00,18.4,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
29/09/2023,22:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
29/09/2023,23:00:00,11.6,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
29/09/2023,24:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
30/09/2023,1:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,2:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,3:00:00,10.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,4:00:00,8.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,5:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,6:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,7:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,8:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,9:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,10:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,11:00:00,11.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,12:00:00,12.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,13:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,14:00:00,11.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
30/09/2023,15:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
30/09/2023,16:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
30/09/2023,17:00:00,12.6,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
30/09/2023,18:00:00,10.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
30/09/2023,19:00:00,18.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/09/2023,20:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,21:00:00,22.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
30/09/2023,22:00:00,19.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,23:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/09/2023,24:00:00,14.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
01/10/2023,1:00:00,15.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,2:00:00,13.5,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
01/10/2023,3:00:00,12.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,4:00:00,18.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,5:00:00,16.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,6:00:00,13.5,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
01/10/2023,7:00:00,14.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,8:00:00,13.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
01/10/2023,9:00:00,7.7,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
01/10/2023,10:00:00,6.8,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
01/10/2023,11:00:00,10.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
01/10/2023,12:00:00,15.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,13:00:00,12.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,14:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
01/10/2023,15:00:00,13.5,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
01/10/2023,16:00:00,13.5,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
01/10/2023,17:00:00,17.4,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
01/10/2023,18:00:00,20.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
01/10/2023,19:00:00,13.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
01/10/2023,20:00:00,14.5,R ugm-3 (Ref.eq),15,R ugm-3 (BAM)
01/10/2023,21:00:00,12.6,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
